epoch,loss,val_loss,classification_output_loss,val_classification_output_loss,classification_output_accuracy,val_classification_output_accuracy
0,2.474498925161644,2.6794811828182836,1.9251080898873987,2.1404493791021504,0.23932462049721237,0.16662437957049792
1,2.521652931941098,2.450065029713508,1.9534402362624206,2.091463464221394,0.17044414569102684,0.1789663529755782
2,2.298196388593337,2.374707459142078,1.7594846221572058,2.0630946377932533,0.2406745854139196,0.18783653604979295
3,2.2487735468113113,2.3351887772213518,1.6852540500630149,1.889217177010533,0.24320605498545178,0.21511865711852746
4,2.1509013337627065,2.2317088580644313,1.8973864976945025,1.9203168752922786,0.30045638903946337,0.26974538719860747
5,2.1263452492714845,2.0980310241884443,1.7328238079661367,1.7291026219666712,0.27327824138757983,0.26260299151264743
6,1.9721434865548806,2.288232501953288,1.6289055834049218,1.793805308967933,0.2666459048269182,0.2799782000682641
7,1.9696282010950035,2.1514331491620116,1.5255044157169209,1.7266522157061457,0.37675132451872384,0.26457326699265366
8,1.8638357608365268,1.9630116827572286,1.575879217394293,1.5944272690077117,0.3918683470424855,0.2802446107259862
9,1.7479373774507134,2.35605173922192,1.5551226971151833,1.5960978036418818,0.33446672487386453,0.24338663878582856
10,1.872165135974983,1.9375007775691782,1.3234167048453322,1.5810915097015594,0.3863542073781952,0.31414849902796044
11,1.870864786649576,1.9462196381863917,1.4101190157649024,1.4129131957812335,0.3436414639994456,0.2988580461225
12,1.790768404679857,1.8406287109422215,1.4486954767386053,1.5874867485501047,0.3719322403504792,0.28990710530366764
13,1.7548981160950547,1.898641448736669,1.4919437519517156,1.4595809393835861,0.3963192786489523,0.3806525461505512
14,1.7638522996493853,1.7335409648885458,1.359942965946438,1.4372336491949345,0.392796420828145,0.31334833276756985
15,1.5527349373484292,1.8677102321725616,1.2440704401619704,1.3059706223154546,0.38731914047961225,0.3722499356255604
16,1.5878183954214085,1.8462444757305223,1.2968535006446653,1.483843205220725,0.39916373988924736,0.3979492888402023
17,1.4956283354851723,1.7816106256941415,1.342745350148252,1.4509046045358318,0.42472689915849254,0.35048609168495914
18,1.5071464893332382,1.6354561760062798,1.2662457660478612,1.4007484952527682,0.43089605556364763,0.3041274897034464
19,1.5582483281397712,1.677324197989159,1.1732204852571808,1.1843157045482093,0.44362550984400456,0.41092711244791186
20,1.495059534767825,1.5281958483693492,1.134120800244606,1.2375005330952034,0.42773157022069497,0.37706083394724116
21,1.3644794614031917,1.4831007960000973,1.1389063967284885,1.200303248372961,0.46978222594914065,0.40891043541049477
22,1.3388409278122437,1.5552763816539517,1.2800171635255475,1.1818374617995384,0.47124940391881126,0.40125446173909807
